customer_id,gender,senior_citizen,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn
CUST-10681,Male,0,44,One year,Fiber optic,No,Yes,Yes,Credit card,96.0,3886.78,1,No
CUST-10682,Female,0,55,Month-to-month,DSL,No,No,No,Electronic check,54.99,2848.53,3,Yes
CUST-10683,Female,0,56,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,102.57,5649.39,2,No
CUST-10684,Male,0,6,Two year,No,Yes,Yes,Yes,Bank transfer,27.95,171.93,2,No
CUST-10685,Female,0,25,One year,No,No,Yes,No,Bank transfer,27.43,623.34,3,No
CUST-10686,Male,0,15,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,90.88,1245.48,4,Yes
CUST-10687,Female,1,21,Two year,Fiber optic,No,No,Yes,Mailed check,70.83,1516.54,3,Yes
CUST-10688,Male,0,16,Month-to-month,DSL,Yes,No,Yes,Bank transfer,73.75,1122.13,2,Yes
CUST-10689,Female,0,6,Month-to-month,DSL,No,No,Yes,Electronic check,66.97,377.12,6,No
CUST-10690,Female,0,55,One year,DSL,No,No,No,Electronic check,33.94,1744.52,2,No
CUST-10691,Female,0,13,One year,Fiber optic,No,Yes,Yes,Mailed check,83.07,1129.11,3,No
CUST-10692,Female,0,15,Two year,DSL,Yes,No,No,Mailed check,53.37,781.75,0,No
CUST-10693,Female,0,63,One year,Fiber optic,Yes,Yes,No,Electronic check,91.05,5301.0,3,Yes
CUST-10694,Male,0,5,Month-to-month,Fiber optic,No,No,No,Bank transfer,85.16,409.14,5,Yes
CUST-10695,Male,0,33,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,87.04,2697.37,0,No
CUST-10696,Female,0,48,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,105.24,4674.06,0,Yes
CUST-10697,Female,0,59,Two year,DSL,Yes,No,No,Mailed check,56.52,3490.77,0,No
CUST-10698,Male,0,31,Month-to-month,Fiber optic,No,No,Yes,Credit card,96.6,2894.94,2,No
CUST-10699,Male,1,40,Month-to-month,No,Yes,No,No,Credit card,25.54,1025.44,1,No
CUST-10700,Female,0,48,Month-to-month,Fiber optic,No,No,No,Mailed check,73.08,3629.77,5,Yes
CUST-10701,Female,1,22,Month-to-month,No,No,Yes,No,Bank transfer,18.99,388.84,3,No
CUST-10702,Male,1,11,Month-to-month,Fiber optic,No,No,No,Electronic check,66.85,675.96,5,Yes
CUST-10703,Male,0,66,One year,Fiber optic,Yes,Yes,No,Credit card,81.38,5043.41,4,No
CUST-10704,Male,1,37,Month-to-month,Fiber optic,No,No,Yes,Credit card,120.42,4486.22,4,Yes
CUST-10705,Female,0,25,Two year,Fiber optic,No,Yes,No,Electronic check,100.38,2402.42,2,No
CUST-10706,Male,0,7,Two year,No,No,Yes,Yes,Electronic check,27.4,186.69,4,No
CUST-10707,Female,0,2,Month-to-month,Fiber optic,No,No,No,Electronic check,76.51,138.19,2,Yes
CUST-10708,Male,0,32,Two year,Fiber optic,No,No,No,Mailed check,82.45,2376.19,3,No
CUST-10709,Male,0,2,Month-to-month,No,No,Yes,Yes,Electronic check,18.0,34.6,4,Yes
CUST-10710,Female,0,24,Month-to-month,Fiber optic,No,No,Yes,Mailed check,69.98,1549.34,3,No
CUST-10711,Female,0,13,Month-to-month,DSL,No,No,No,Mailed check,52.84,699.75,1,Yes
CUST-10712,Female,0,16,Two year,DSL,Yes,Yes,Yes,Credit card,45.17,753.57,1,No
CUST-10713,Female,0,56,One year,No,Yes,No,No,Credit card,18.0,1047.17,2,No
CUST-10714,Female,0,13,Month-to-month,Fiber optic,No,No,Yes,Mailed check,71.33,899.36,2,Yes
CUST-10715,Female,0,25,One year,No,No,No,Yes,Bank transfer,22.78,536.95,2,No
CUST-10716,Female,0,13,One year,DSL,Yes,Yes,No,Bank transfer,54.01,682.83,2,No
CUST-10717,Male,0,30,One year,Fiber optic,No,No,Yes,Bank transfer,64.53,1772.54,1,No
CUST-10718,Male,0,27,Month-to-month,No,Yes,No,No,Bank transfer,21.08,592.84,3,Yes
CUST-10719,Female,0,24,Two year,No,No,No,Yes,Credit card,32.08,770.48,0,No
CUST-10720,Male,0,48,One year,Fiber optic,No,No,No,Electronic check,75.06,3397.57,0,No
CUST-10721,Female,0,5,Month-to-month,DSL,Yes,Yes,No,Credit card,42.35,214.67,2,No
CUST-10722,Female,0,4,Two year,Fiber optic,Yes,No,No,Electronic check,90.09,337.58,4,Yes
CUST-10723,Male,0,8,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,69.93,566.53,3,No
CUST-10724,Female,0,27,One year,DSL,No,Yes,Yes,Credit card,47.72,1237.13,1,No
CUST-10725,Male,0,34,One year,DSL,No,No,Yes,Bank transfer,67.7,2370.02,1,No
CUST-10726,Female,0,0,Month-to-month,No,No,Yes,No,Credit card,27.13,0.0,1,No
CUST-10727,Male,0,34,Month-to-month,DSL,No,No,Yes,Credit card,61.39,1978.83,4,No
CUST-10728,Male,0,18,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,94.36,1669.1,2,No
CUST-10729,Female,0,67,Two year,Fiber optic,No,No,Yes,Electronic check,77.78,4875.94,1,No
CUST-10730,Female,0,32,Two year,No,No,Yes,Yes,Electronic check,25.89,845.11,0,No
CUST-10731,Male,0,62,One year,Fiber optic,Yes,No,No,Credit card,82.6,4987.01,2,No
CUST-10732,Female,0,54,Month-to-month,DSL,No,No,Yes,Bank transfer,46.66,2639.6,1,Yes
CUST-10733,Female,0,18,Month-to-month,DSL,No,No,Yes,Mailed check,36.43,677.48,1,No
CUST-10734,Male,0,44,One year,DSL,Yes,Yes,Yes,Electronic check,35.48,1469.04,2,No
CUST-10735,Female,0,18,Month-to-month,DSL,No,No,Yes,Electronic check,53.97,891.81,5,No
CUST-10736,Female,1,72,One year,No,Yes,Yes,Yes,Bank transfer,23.87,1706.31,4,No
CUST-10737,Male,0,20,Month-to-month,Fiber optic,Yes,No,No,Electronic check,83.13,1575.67,1,Yes
CUST-10738,Female,0,35,Month-to-month,DSL,Yes,No,No,Mailed check,52.18,1713.12,3,No
CUST-10739,Female,0,72,One year,No,Yes,No,No,Credit card,18.0,1272.37,1,No
CUST-10740,Female,1,36,One year,DSL,No,Yes,Yes,Electronic check,50.38,1778.55,1,No
CUST-10741,Female,0,17,One year,DSL,No,Yes,Yes,Mailed check,67.32,1122.25,5,No
CUST-10742,Female,1,7,Month-to-month,Fiber optic,No,No,Yes,Electronic check,77.37,511.32,4,Yes
CUST-10743,Male,0,5,Two year,DSL,No,No,No,Mailed check,36.96,170.63,0,No
CUST-10744,Female,0,34,Month-to-month,DSL,No,No,No,Bank transfer,45.12,1422.93,4,No
CUST-10745,Male,0,23,One year,No,Yes,No,No,Electronic check,18.0,417.32,0,No
CUST-10746,Female,0,8,One year,No,No,No,No,Bank transfer,18.0,139.71,3,No
CUST-10747,Male,0,41,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,88.62,3525.91,5,No
CUST-10748,Male,1,40,One year,Fiber optic,No,No,No,Credit card,91.6,3834.29,2,Yes
CUST-10749,Male,0,22,One year,DSL,No,No,Yes,Mailed check,56.7,1294.45,3,No
CUST-10750,Female,1,64,Month-to-month,No,No,Yes,Yes,Credit card,18.0,1048.02,2,No
CUST-10751,Male,0,4,One year,Fiber optic,No,Yes,Yes,Mailed check,109.57,446.91,2,No
CUST-10752,Male,0,17,Month-to-month,DSL,No,Yes,Yes,Electronic check,61.84,985.23,1,Yes
CUST-10753,Female,0,36,Two year,DSL,No,Yes,No,Electronic check,40.54,1471.53,1,No
CUST-10754,Female,0,9,Month-to-month,Fiber optic,No,No,No,Credit card,78.04,650.37,1,No
CUST-10755,Male,0,43,Month-to-month,DSL,No,No,No,Electronic check,32.29,1280.08,2,Yes
CUST-10756,Female,0,53,One year,DSL,Yes,No,No,Credit card,62.85,3467.5,1,No
CUST-10757,Male,0,1,Month-to-month,DSL,No,No,No,Credit card,34.73,34.17,3,No
CUST-10758,Male,0,65,Two year,Fiber optic,No,Yes,Yes,Credit card,77.77,4814.41,0,No
CUST-10759,Female,0,35,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,41.47,1500.28,0,No
CUST-10760,Male,0,16,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,76.0,1147.21,4,Yes
CUST-10761,Female,0,6,Month-to-month,DSL,Yes,No,Yes,Electronic check,53.09,289.73,2,Yes
CUST-10762,Female,0,48,Month-to-month,Fiber optic,No,No,No,Mailed check,105.74,4868.32,0,No
CUST-10763,Female,0,8,Month-to-month,DSL,No,Yes,No,Mailed check,53.75,432.58,2,Yes
CUST-10764,Male,0,35,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,81.71,2858.03,2,Yes
CUST-10765,Female,0,8,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,68.89,535.18,3,Yes
CUST-10766,Female,0,24,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,103.13,2417.08,1,No
CUST-10767,Male,0,46,Month-to-month,DSL,No,Yes,No,Electronic check,46.99,2117.22,0,Yes
CUST-10768,Male,1,16,Month-to-month,Fiber optic,No,No,Yes,Electronic check,82.2,1257.56,4,Yes
CUST-10769,Male,0,65,Month-to-month,No,No,No,Yes,Bank transfer,22.4,1328.24,2,No
CUST-10770,Female,1,37,Month-to-month,DSL,No,No,No,Credit card,64.89,2217.64,3,No
CUST-10771,Female,0,9,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,78.98,716.99,1,No
CUST-10772,Male,0,6,Month-to-month,Fiber optic,No,No,Yes,Credit card,57.61,353.09,0,Yes
CUST-10773,Female,0,12,Month-to-month,No,No,No,No,Credit card,38.88,447.55,3,Yes
CUST-10774,Female,0,23,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,76.97,1680.75,5,Yes
CUST-10775,Female,0,69,Two year,No,Yes,No,Yes,Credit card,25.48,1742.29,2,No
CUST-10776,Male,0,72,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,106.22,6907.81,4,No
CUST-10777,Male,0,15,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,74.2,1096.8,4,Yes
CUST-10778,Male,0,15,One year,DSL,No,No,No,Electronic check,34.5,502.17,0,No
CUST-10779,Female,0,41,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,109.16,4324.61,3,No
CUST-10780,Female,0,41,Month-to-month,DSL,No,No,Yes,Bank transfer,76.78,2833.94,1,No
CUST-10781,Female,0,58,One year,Fiber optic,Yes,No,Yes,Credit card,69.51,4198.61,3,No
CUST-10782,Male,0,59,One year,DSL,Yes,No,No,Electronic check,52.45,2865.45,1,No
CUST-10783,Male,0,11,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,90.71,914.91,3,No
CUST-10784,Male,0,5,Two year,Fiber optic,No,No,Yes,Electronic check,70.4,337.17,0,No
CUST-10785,Female,0,37,One year,No,Yes,No,Yes,Credit card,28.05,1055.28,1,No
CUST-10786,Male,0,28,One year,DSL,No,No,Yes,Credit card,37.5,1065.55,3,No
CUST-10787,Female,0,2,Month-to-month,No,Yes,No,Yes,Bank transfer,28.8,56.26,5,Yes
CUST-10788,Female,0,5,Two year,No,Yes,No,Yes,Mailed check,21.56,105.91,1,No
CUST-10789,Male,0,36,One year,No,No,No,No,Electronic check,20.24,705.56,1,No
CUST-10790,Male,0,22,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,76.57,1522.49,0,No
CUST-10791,Male,0,36,Month-to-month,DSL,No,Yes,No,Mailed check,58.54,1984.42,3,No
CUST-10792,Female,0,9,One year,No,Yes,No,No,Electronic check,26.12,225.26,2,No
CUST-10793,Female,0,38,Month-to-month,Fiber optic,No,No,Yes,Credit card,86.56,3234.06,5,No
CUST-10794,Male,0,31,Two year,Fiber optic,Yes,No,No,Electronic check,68.93,2134.45,1,Yes
CUST-10795,Male,1,40,Month-to-month,DSL,Yes,No,No,Electronic check,56.95,2387.48,3,Yes
CUST-10796,Female,0,16,Two year,DSL,No,Yes,No,Mailed check,56.22,878.06,3,No
CUST-10797,Male,0,13,Month-to-month,DSL,Yes,No,Yes,Mailed check,57.89,753.17,3,No
CUST-10798,Male,0,6,One year,Fiber optic,No,Yes,No,Credit card,88.62,555.14,2,Yes
CUST-10799,Male,0,19,Month-to-month,Fiber optic,No,Yes,No,Credit card,86.04,1539.56,2,Yes
CUST-10800,Male,1,51,Month-to-month,No,No,No,Yes,Electronic check,20.73,1023.7,3,No
CUST-10801,Male,0,61,Month-to-month,DSL,Yes,No,Yes,Electronic check,86.04,5291.43,2,No
CUST-10802,Female,0,8,Month-to-month,DSL,No,Yes,Yes,Mailed check,62.82,494.89,4,No
CUST-10803,Female,1,23,Month-to-month,DSL,Yes,No,No,Mailed check,55.62,1322.78,3,Yes
CUST-10804,Female,0,70,Two year,DSL,Yes,No,No,Credit card,77.1,5315.74,2,No
CUST-10805,Female,0,72,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,74.1,5539.62,2,No
CUST-10806,Female,0,18,One year,Fiber optic,No,Yes,Yes,Electronic check,94.2,1563.86,1,No
CUST-10807,Male,0,54,One year,No,No,No,Yes,Electronic check,26.67,1469.82,1,No
CUST-10808,Male,0,48,Month-to-month,DSL,No,Yes,No,Electronic check,59.83,2676.44,2,No
CUST-10809,Female,0,45,Two year,DSL,No,Yes,Yes,Electronic check,60.09,2453.71,1,No
CUST-10810,Male,1,4,One year,Fiber optic,Yes,Yes,No,Mailed check,78.81,288.98,3,Yes
CUST-10811,Female,1,15,One year,DSL,Yes,Yes,Yes,Credit card,37.82,559.99,1,Yes
CUST-10812,Female,0,21,Two year,Fiber optic,No,Yes,Yes,Credit card,75.94,1504.92,1,No
CUST-10813,Male,0,21,One year,Fiber optic,No,Yes,Yes,Electronic check,72.4,1401.16,1,No
CUST-10814,Female,0,23,Two year,No,Yes,No,Yes,Electronic check,20.12,460.14,2,No
CUST-10815,Female,0,72,Month-to-month,DSL,No,Yes,No,Bank transfer,70.72,4955.45,2,No
CUST-10816,Male,0,19,Month-to-month,No,No,Yes,Yes,Electronic check,24.31,442.04,2,No
CUST-10817,Male,0,32,One year,No,Yes,No,No,Mailed check,29.55,927.11,0,No
CUST-10818,Female,0,31,Month-to-month,DSL,No,No,No,Bank transfer,74.78,2385.93,2,No
CUST-10819,Female,0,23,One year,Fiber optic,No,No,No,Credit card,80.9,1876.84,2,No
CUST-10820,Male,0,8,Month-to-month,Fiber optic,No,Yes,No,Electronic check,86.03,670.56,2,Yes
CUST-10821,Female,0,26,Month-to-month,DSL,Yes,No,Yes,Electronic check,73.46,1954.58,1,No
CUST-10822,Male,0,2,Two year,No,Yes,No,No,Electronic check,28.57,58.81,0,No
CUST-10823,Female,0,35,Month-to-month,DSL,No,Yes,Yes,Bank transfer,69.43,2324.22,4,Yes
CUST-10824,Female,0,2,Month-to-month,DSL,No,No,No,Electronic check,56.21,103.71,4,No
CUST-10825,Male,1,32,One year,DSL,Yes,No,No,Electronic check,46.93,1377.53,1,No
CUST-10826,Female,0,14,One year,Fiber optic,No,No,No,Electronic check,95.68,1333.95,2,No
CUST-10827,Female,1,10,Two year,No,No,Yes,Yes,Electronic check,18.0,187.28,1,Yes
CUST-10828,Female,0,42,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,71.32,2713.06,2,Yes
CUST-10829,Male,0,17,Two year,Fiber optic,Yes,No,No,Credit card,67.92,1125.27,0,No
CUST-10830,Male,1,25,One year,DSL,No,No,Yes,Bank transfer,41.26,958.47,0,No
CUST-10831,Male,0,4,Two year,Fiber optic,No,No,Yes,Credit card,77.78,304.8,0,No
CUST-10832,Male,0,64,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,107.48,7074.72,3,No
CUST-10833,Male,0,27,Month-to-month,Fiber optic,No,Yes,No,Credit card,75.35,2071.16,2,No
CUST-10834,Female,0,27,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,51.86,1464.27,0,No
CUST-10835,Female,0,35,One year,No,No,No,Yes,Electronic check,36.01,1225.94,1,No
CUST-10836,Female,0,1,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,68.29,68.25,4,No
CUST-10837,Male,1,68,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,97.22,6841.02,3,No
CUST-10838,Male,0,18,One year,Fiber optic,No,No,No,Mailed check,78.68,1422.88,3,Yes
CUST-10839,Female,0,66,Month-to-month,DSL,No,No,No,Credit card,37.43,2580.89,1,No
CUST-10840,Male,0,17,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,102.96,1639.75,2,No
CUST-10841,Female,0,14,Month-to-month,Fiber optic,No,No,Yes,Credit card,94.27,1214.47,2,Yes
CUST-10842,Female,0,33,Two year,Fiber optic,Yes,No,Yes,Credit card,66.3,2018.18,2,No
CUST-10843,Male,0,72,One year,Fiber optic,No,No,Yes,Mailed check,68.51,5070.24,3,No
CUST-10844,Male,0,54,One year,DSL,Yes,No,Yes,Credit card,51.25,2512.61,1,No
CUST-10845,Male,0,36,Two year,DSL,No,Yes,Yes,Electronic check,44.58,1639.27,2,No
CUST-10846,Male,0,33,One year,DSL,No,No,Yes,Mailed check,72.17,2309.2,1,No
CUST-10847,Male,0,25,Month-to-month,Fiber optic,No,Yes,No,Electronic check,102.55,2573.13,6,Yes
CUST-10848,Female,0,64,One year,No,No,Yes,Yes,Electronic check,29.83,1931.84,1,No
CUST-10849,Female,0,42,Two year,Fiber optic,No,Yes,Yes,Mailed check,68.8,2784.68,3,No
CUST-10850,Female,0,6,Month-to-month,Fiber optic,No,No,No,Electronic check,85.32,471.96,4,Yes
CUST-10851,Female,0,10,One year,Fiber optic,No,No,Yes,Credit card,80.1,795.03,3,No
CUST-10852,Female,0,37,Month-to-month,DSL,No,No,Yes,Credit card,65.91,2544.7,4,No
CUST-10853,Male,0,8,Two year,DSL,No,Yes,Yes,Electronic check,67.56,488.49,3,No
CUST-10854,Male,0,26,One year,DSL,No,Yes,Yes,Electronic check,53.56,1300.63,4,No
CUST-10855,Female,0,45,Two year,No,No,Yes,Yes,Credit card,19.26,893.85,3,No
CUST-10856,Male,0,34,One year,DSL,Yes,Yes,Yes,Electronic check,67.33,2084.14,2,No
CUST-10857,Male,0,7,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,50.76,320.35,2,No
CUST-10858,Female,0,10,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,80.88,834.45,2,No
CUST-10859,Female,0,34,Two year,Fiber optic,Yes,No,Yes,Bank transfer,84.82,2927.87,4,No
CUST-10860,Female,0,72,Month-to-month,DSL,Yes,No,Yes,Electronic check,60.11,4060.2,4,No
CUST-10861,Female,0,22,Month-to-month,No,No,Yes,Yes,Mailed check,34.64,796.45,4,No
CUST-10862,Male,0,46,One year,DSL,No,Yes,No,Credit card,50.12,2321.42,2,No
CUST-10863,Female,0,34,Month-to-month,No,Yes,No,No,Electronic check,19.12,596.67,3,No
CUST-10864,Female,0,14,Month-to-month,Fiber optic,No,No,Yes,Credit card,81.81,1109.87,2,Yes
CUST-10865,Female,0,46,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,79.49,3765.43,3,No
CUST-10866,Female,0,4,Month-to-month,Fiber optic,Yes,No,No,Credit card,88.73,354.98,1,Yes
CUST-10867,Female,0,44,One year,Fiber optic,Yes,Yes,Yes,Credit card,76.52,3326.08,1,No
CUST-10868,Male,0,35,Month-to-month,DSL,No,Yes,Yes,Mailed check,41.97,1413.97,1,No
CUST-10869,Male,0,15,Month-to-month,Fiber optic,No,Yes,No,Credit card,56.77,798.12,3,No
CUST-10870,Male,1,9,Two year,Fiber optic,No,No,Yes,Credit card,84.25,752.17,1,No
CUST-10871,Male,0,16,Month-to-month,Fiber optic,No,No,Yes,Credit card,86.33,1275.03,4,Yes
CUST-10872,Male,1,13,One year,Fiber optic,No,Yes,No,Electronic check,82.33,1093.35,1,Yes
CUST-10873,Male,0,19,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,113.68,2011.78,4,No
CUST-10874,Female,0,18,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,87.44,1445.02,2,Yes
CUST-10875,Female,0,15,One year,DSL,No,No,No,Bank transfer,68.47,935.49,1,No
CUST-10876,Female,0,4,One year,DSL,No,No,Yes,Credit card,44.02,179.99,0,No
CUST-10877,Female,1,8,Two year,Fiber optic,No,No,Yes,Electronic check,116.69,905.7,0,No
CUST-10878,Female,0,52,Month-to-month,DSL,No,No,Yes,Bank transfer,61.18,3053.24,3,No
CUST-10879,Female,1,15,Month-to-month,DSL,Yes,No,No,Mailed check,54.54,800.24,2,No
CUST-10880,Male,0,20,Month-to-month,Fiber optic,No,No,No,Bank transfer,91.48,1807.84,3,Yes
CUST-10881,Female,1,17,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,72.1,1265.07,3,No
CUST-10882,Male,1,65,Month-to-month,DSL,Yes,No,Yes,Electronic check,58.59,3623.63,2,No
CUST-10883,Male,0,12,Two year,No,No,No,Yes,Bank transfer,29.04,323.38,1,No
CUST-10884,Female,0,12,One year,Fiber optic,Yes,No,No,Mailed check,107.22,1325.72,1,No
CUST-10885,Female,0,36,Month-to-month,Fiber optic,No,Yes,No,Electronic check,71.42,2499.43,2,Yes
CUST-10886,Male,0,28,Month-to-month,Fiber optic,No,Yes,No,Electronic check,71.52,1976.39,0,Yes
CUST-10887,Male,1,37,Month-to-month,Fiber optic,No,Yes,No,Electronic check,87.4,2987.22,3,No
CUST-10888,Male,0,35,Month-to-month,No,No,No,Yes,Bank transfer,24.78,892.59,1,No
CUST-10889,Male,0,47,One year,DSL,No,No,Yes,Mailed check,57.02,2789.35,1,No
CUST-10890,Male,0,7,Two year,DSL,No,Yes,No,Electronic check,61.69,417.67,2,Yes
CUST-10891,Female,0,33,Month-to-month,DSL,No,No,No,Mailed check,78.94,2352.54,5,No
CUST-10892,Female,1,12,Month-to-month,No,Yes,No,Yes,Mailed check,21.46,232.79,5,No
CUST-10893,Female,0,2,Month-to-month,DSL,Yes,No,Yes,Electronic check,57.43,108.58,1,No
CUST-10894,Female,0,35,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,103.06,3512.39,1,No
CUST-10895,Female,1,33,Two year,Fiber optic,No,No,No,Electronic check,83.5,2658.74,0,Yes
CUST-10896,Female,0,24,One year,No,No,Yes,No,Bank transfer,18.0,425.66,1,No
CUST-10897,Male,0,48,Two year,DSL,No,Yes,Yes,Bank transfer,43.05,1939.54,0,No
CUST-10898,Male,0,12,Two year,Fiber optic,No,No,No,Electronic check,85.03,950.41,1,No
CUST-10899,Female,0,39,Month-to-month,No,Yes,Yes,Yes,Electronic check,21.4,873.25,3,Yes
CUST-10900,Male,0,21,One year,DSL,No,Yes,No,Credit card,43.92,868.99,1,No
CUST-10901,Male,0,23,One year,Fiber optic,No,Yes,Yes,Credit card,97.91,2346.56,2,No
CUST-10902,Male,0,3,Month-to-month,DSL,Yes,No,Yes,Bank transfer,73.42,217.11,6,Yes
CUST-10903,Female,1,48,Month-to-month,DSL,No,No,No,Mailed check,48.21,2107.18,2,No
CUST-10904,Male,1,32,One year,DSL,Yes,No,No,Credit card,50.54,1599.85,0,No
CUST-10905,Female,0,38,Two year,DSL,Yes,Yes,No,Electronic check,72.51,2887.16,2,No
CUST-10906,Male,0,10,Month-to-month,DSL,No,Yes,No,Electronic check,70.54,723.67,5,Yes
CUST-10907,Male,0,30,Two year,Fiber optic,No,No,Yes,Mailed check,91.67,2600.33,4,No
CUST-10908,Male,0,21,Two year,Fiber optic,No,Yes,Yes,Electronic check,77.93,1496.36,1,No
CUST-10909,Male,0,34,Two year,Fiber optic,No,No,Yes,Credit card,80.35,2647.25,1,No
CUST-10910,Female,0,29,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,68.01,1804.33,3,No
CUST-10911,Male,0,72,Month-to-month,No,No,No,No,Credit card,29.06,1976.68,1,No
CUST-10912,Male,0,58,One year,DSL,No,No,Yes,Electronic check,45.67,2748.6,0,No
CUST-10913,Female,0,19,Month-to-month,DSL,No,No,Yes,Electronic check,50.87,964.54,1,Yes
CUST-10914,Female,0,35,Month-to-month,DSL,No,No,No,Credit card,68.33,2433.5,4,Yes
CUST-10915,Male,0,18,One year,No,Yes,Yes,No,Mailed check,33.4,589.75,1,No
CUST-10916,Female,0,47,Month-to-month,No,Yes,Yes,Yes,Credit card,18.0,782.74,3,No
CUST-10917,Female,0,22,Month-to-month,Fiber optic,No,No,No,Electronic check,62.44,1267.36,1,No
CUST-10918,Male,0,16,Two year,DSL,Yes,No,Yes,Electronic check,51.69,839.4,1,No
CUST-10919,Female,1,29,Month-to-month,Fiber optic,No,No,No,Bank transfer,67.0,1873.92,4,Yes
CUST-10920,Female,1,55,Two year,Fiber optic,Yes,No,Yes,Electronic check,104.39,5598.09,1,No
CUST-10921,Female,0,50,Month-to-month,DSL,Yes,No,No,Credit card,57.33,2656.83,5,No
CUST-10922,Male,0,17,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,48.65,789.15,3,No
CUST-10923,Male,0,69,Month-to-month,DSL,Yes,Yes,No,Electronic check,67.99,4315.43,1,Yes
CUST-10924,Male,0,11,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,71.65,733.51,3,No
CUST-10925,Female,0,14,Month-to-month,No,Yes,No,Yes,Mailed check,18.0,260.4,1,No
CUST-10926,Female,0,46,Two year,DSL,No,Yes,Yes,Electronic check,52.21,2419.72,0,No
CUST-10927,Male,1,2,Two year,No,No,Yes,No,Electronic check,27.29,56.1,2,No
CUST-10928,Male,1,25,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,78.84,2032.38,5,No
CUST-10929,Female,0,19,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,89.5,1680.82,3,No
CUST-10930,Female,0,72,One year,No,Yes,No,No,Bank transfer,32.44,2208.96,2,No
CUST-10931,Female,0,9,Month-to-month,Fiber optic,No,Yes,No,Credit card,121.15,1061.86,1,Yes
CUST-10932,Male,1,10,Month-to-month,DSL,No,No,No,Electronic check,41.48,374.47,4,Yes
CUST-10933,Female,0,72,Month-to-month,DSL,Yes,No,No,Electronic check,56.09,4129.72,2,No
CUST-10934,Male,0,19,Month-to-month,No,Yes,Yes,No,Electronic check,18.0,348.98,3,No
CUST-10935,Female,0,54,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,75.7,3990.94,6,No
CUST-10936,Male,0,17,Month-to-month,DSL,No,Yes,Yes,Bank transfer,45.65,742.33,0,No
CUST-10937,Male,0,14,One year,Fiber optic,Yes,No,Yes,Credit card,77.49,1004.43,1,No
CUST-10938,Male,0,56,Month-to-month,DSL,No,No,Yes,Credit card,43.35,2212.31,3,No
CUST-10939,Female,0,72,Month-to-month,DSL,Yes,Yes,No,Electronic check,65.21,4454.3,2,No
CUST-10940,Female,0,59,Month-to-month,No,No,Yes,No,Electronic check,33.66,2066.32,6,No
CUST-10941,Male,0,16,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,67.67,985.56,1,No
CUST-10942,Female,0,24,Two year,DSL,Yes,No,No,Bank transfer,50.51,1263.59,1,Yes
CUST-10943,Male,0,11,One year,Fiber optic,Yes,No,Yes,Electronic check,93.8,1010.4,0,No
CUST-10944,Male,1,12,Two year,No,No,No,No,Credit card,20.48,237.46,2,No
CUST-10945,Male,0,12,Month-to-month,DSL,No,No,Yes,Mailed check,53.43,588.88,2,Yes
CUST-10946,Female,0,17,Month-to-month,DSL,No,Yes,No,Electronic check,46.97,727.15,3,Yes
CUST-10947,Male,0,27,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,96.43,2555.92,2,Yes
